昵称,性别,聊天内容,时间戳,商品,类别,主播
Z***,1,主打一个好吃,1679555301,虾,生鲜,明明
晴***,2,对啊，人红是非多,1679555301,虾,生鲜,明明
梅***,2,买很多次了，家中常备。,1679555301,虾,生鲜,明明
户***,2,少说为佳[色],1679555301,虾,生鲜,明明
淼***,0,没有去虾线,1679555301,虾,生鲜,明明
甜***,2,怎么了,1679555302,虾,生鲜,明明
水***,2,券后117,1679555302,虾,生鲜,明明
小***,2,憨憨,1679555302,虾,生鲜,明明
果***,2,[捂脸][捂脸][捂脸][捂脸],1679555303,虾,生鲜,明明
N***,1,哈哈哈哈哈哈哈哈,1679555303,虾,生鲜,明明
用***,0,树大招风,1679555303,虾,生鲜,明明
♡***,0,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555304,虾,生鲜,明明
贝***,0,哈哈哈,1679555304,虾,生鲜,明明
龙***,0,[捂脸][捂脸][捂脸][捂脸],1679555305,虾,生鲜,明明
三***,2,主打一个鲜[捂脸][捂脸][捂脸][捂脸][捂脸],1679555305,虾,生鲜,明明
草***,0,危险，免得又被有心人断章取义,1679555305,虾,生鲜,明明
我***,0,[捂脸][捂脸][捂脸][捂脸][赞][赞][赞][赞][赞][赞],1679555306,虾,生鲜,明明
路***,2,哈哈,1679555306,虾,生鲜,明明
么***,2,没有大的了吗,1679555307,虾,生鲜,明明
小***,2,憨憨,1679555307,虾,生鲜,明明
水***,2,这个虾都买了10盒了,1679555307,虾,生鲜,明明
淼***,2,明明的手好小呀[比心],1679555307,虾,生鲜,明明
萍***,2,[色][色][色][色][色][色],1679555307,虾,生鲜,明明
繁***,2,[赞][赞][赞][赞][赞][赞][赞],1679555308,虾,生鲜,明明
柳***,2,什么,1679555308,虾,生鲜,明明
明***,1,下午好,1679555308,虾,生鲜,明明
Y***,2,树大招风，人家就喜欢逮着小漏洞,1679555308,虾,生鲜,明明
凉***,2,[捂脸][捂脸][捂脸],1679555309,虾,生鲜,明明
用***,0,怎么联系客服,1679555309,虾,生鲜,明明
女***,0,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679555309,虾,生鲜,明明
微***,2,这个买个六七箱，好吃,1679555309,虾,生鲜,明明
熊***,0,呸(*｀へ´*),1679555311,虾,生鲜,明明
心***,0,好吃，回购老多次了,1679555311,虾,生鲜,明明
静***,2,明明绝对的担当[赞],1679555311,虾,生鲜,明明
后***,2,点赞点赞,1679555311,虾,生鲜,明明
桃***,2,[赞],1679555311,虾,生鲜,明明
小***,2,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555311,虾,生鲜,明明
贝***,0,节目吗,1679555312,虾,生鲜,明明
温***,2,我减脂期 就吃的这个虾,1679555312,虾,生鲜,明明
♡***,0,皮太嫩了 明明,1679555313,虾,生鲜,明明
H***,2,已下单,1679555313,虾,生鲜,明明
新***,1,我们懂,1679555313,虾,生鲜,明明
小***,2,憨憨,1679555313,虾,生鲜,明明
R***,2,一看手就知道是明明[色][色][色][色][色][色],1679555314,虾,生鲜,明明
子***,0,哎哟[捂脸][捂脸][捂脸]要卷新才艺了[捂脸][捂脸][捂脸],1679555314,虾,生鲜,明明
柳***,2,什么,1679555315,虾,生鲜,明明
我***,2,自营品我买的都很好[比心],1679555315,虾,生鲜,明明
大***,0,期待中,1679555315,虾,生鲜,明明
t***,1,上吉他,1679555316,虾,生鲜,明明
9***,0,才艺整上了,1679555317,虾,生鲜,明明
E***,0,哈哈，吉他烫手[捂脸][捂脸][捂脸],1679555317,虾,生鲜,明明
秋***,2,哎哟，明明又长本事了[赞][赞][赞],1679555317,虾,生鲜,明明
F***,0,缠胶布,1679555317,虾,生鲜,明明
三***,2,[比心][比心][比心][比心],1679555318,虾,生鲜,明明
程***,0,[捂脸][捂脸]细皮嫩肉的,1679555318,虾,生鲜,明明
王***,0,[捂脸][捂脸][捂脸],1679555319,虾,生鲜,明明
Z***,1,大家都懂,1679555319,虾,生鲜,明明
林***,0,这都是那些别有用心的人在捣乱。,1679555320,虾,生鲜,明明
外***,2,走文艺路线了,1679555320,虾,生鲜,明明
🍎***,0,买了四盒了,1679555320,虾,生鲜,明明
肉***,2,细皮嫩肉,1679555321,虾,生鲜,明明
风***,2,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555321,虾,生鲜,明明
天***,0,每天都吃，非常好,1679555321,虾,生鲜,明明
王***,2,[泪奔][泪奔][泪奔][泪奔][泪奔][泪奔][泪奔][泪奔][泪奔],1679555321,虾,生鲜,明明
无***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555321,虾,生鲜,明明
影***,2,要表演吉他了吗[捂脸],1679555321,虾,生鲜,明明
N***,1,哈哈哈哈哈哈哈哈,1679555321,虾,生鲜,明明
我***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555322,虾,生鲜,明明
陌***,2,可以对比一下大小吗？刚进直播间,1679555322,虾,生鲜,明明
么***,2,什么时候有大的,1679555322,虾,生鲜,明明
🍍***,2,太嫩了,1679555322,虾,生鲜,明明
一***,2,嫩,1679555322,虾,生鲜,明明
哈***,2,[捂脸][捂脸][捂脸],1679555323,虾,生鲜,明明
久***,2,嫩,1679555323,虾,生鲜,明明
明***,1,[捂脸][捂脸][捂脸],1679555323,虾,生鲜,明明
爱***,0,[机智][机智][机智],1679555323,虾,生鲜,明明
d***,0,我们细嫩的双手,1679555324,虾,生鲜,明明
贝***,0,大湾区节目吗,1679555324,虾,生鲜,明明
距***,0,[捂脸][捂脸][捂脸],1679555324,虾,生鲜,明明
🌈***,2,原来优秀的人都多才多艺,1679555324,虾,生鲜,明明
熊***,0,少爷,1679555324,虾,生鲜,明明
路***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555324,虾,生鲜,明明
♡***,0,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555324,虾,生鲜,明明
🌸***,2,[捂脸][捂脸][捂脸][捂脸],1679555324,虾,生鲜,明明
小***,0,[捂脸][捂脸],1679555324,虾,生鲜,明明
。***,0,[赞][赞][赞][赞],1679555324,虾,生鲜,明明
一***,2,娇嫩明,1679555325,虾,生鲜,明明
逍***,2,越来越多才多艺了,1679555325,虾,生鲜,明明
浅***,0,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555325,虾,生鲜,明明
稳***,0,嫩,1679555325,虾,生鲜,明明
王***,2,[呲牙][呲牙][呲牙][呲牙][呲牙],1679555325,虾,生鲜,明明
爱***,0,期待明明大湾区节目,1679555325,虾,生鲜,明明
·***,0,这细皮嫩肉的,1679555325,虾,生鲜,明明
会***,0,[捂脸][捂脸][捂脸],1679555325,虾,生鲜,明明
始***,0,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555325,虾,生鲜,明明
所***,2,手好看,1679555326,虾,生鲜,明明
一***,2,哈哈哈,1679555326,虾,生鲜,明明
萍***,2,明明节目是吉它吗[赞][赞][赞][赞][赞][赞],1679555326,虾,生鲜,明明
欢***,1,[呲牙][呲牙][呲牙][呲牙][呲牙][呲牙],1679555326,虾,生鲜,明明
૧***,0,[呲牙],1679555327,虾,生鲜,明明
小***,1,虾好吃,1679555326,虾,生鲜,明明
丫***,2,[捂脸][捂脸][捂脸],1679555327,虾,生鲜,明明
🍓***,2,[泪奔][泪奔][泪奔][泪奔][泪奔][泪奔][泪奔],1679555327,虾,生鲜,明明
姜***,0,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555327,虾,生鲜,明明
不***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555327,虾,生鲜,明明
甜***,2,哇，有吉它表演？,1679555327,虾,生鲜,明明
陌***,2,谢谢,1679555328,虾,生鲜,明明
蝴***,2,娇嫩啊,1679555328,虾,生鲜,明明
小***,0,哈哈哈哈哈哈哈哈,1679555328,虾,生鲜,明明
。***,0,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555328,虾,生鲜,明明
蓝***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555328,虾,生鲜,明明
后***,2,虾特别好,1679555328,虾,生鲜,明明
馕***,2,太嫩了手,1679555328,虾,生鲜,明明
久***,2,嫩超,1679555328,虾,生鲜,明明
糯***,2,🤮🤮,1679555329,虾,生鲜,明明
柳***,2,什么什么[灵机一动],1679555328,虾,生鲜,明明
用***,0,手太嫩,1679555329,虾,生鲜,明明
6***,0,昨晚图书号讲的好,1679555329,虾,生鲜,明明
恩***,2,哈哈哈哈哈哈哈,1679555330,虾,生鲜,明明
我***,2,皮肤娇嫩明明,1679555330,虾,生鲜,明明
燕***,2,娇嫩细腻,1679555328,虾,生鲜,明明
小***,0,嫩滑,1679555330,虾,生鲜,明明
Y***,0,哈哈哈😂,1679555330,虾,生鲜,明明
花***,0,主打一个娇嫩,1679555330,虾,生鲜,明明
C***,0,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555330,虾,生鲜,明明
j***,2,嫩,1679555330,虾,生鲜,明明
用***,0,今天中午才吃的虾,1679555331,虾,生鲜,明明
时***,2,少爷的手,1679555331,虾,生鲜,明明
用***,0,哈哈哈,1679555331,虾,生鲜,明明
王***,2,[泪奔][泪奔][泪奔][泪奔][泪奔][泪奔],1679555330,虾,生鲜,明明
朵***,2,[泪奔],1679555331,虾,生鲜,明明
故***,2,哈哈哈哈哈,1679555331,虾,生鲜,明明
孤***,2,电压力锅有吗？？？,1679555331,虾,生鲜,明明
苏***,0,[泪奔][泪奔][泪奔],1679555332,虾,生鲜,明明
桃***,0,是为了大湾区排节目么,1679555332,虾,生鲜,明明
咻***,2,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555332,虾,生鲜,明明
牵***,2,关注主播了,1679555332,虾,生鲜,明明
雷***,2,[捂脸][捂脸][捂脸],1679555332,虾,生鲜,明明
丫***,2,[捂脸][捂脸][捂脸],1679555332,虾,生鲜,明明
温***,2,哈哈哈 邮寄过来我看看,1679555332,虾,生鲜,明明
三***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555332,虾,生鲜,明明
视***,0,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555332,虾,生鲜,明明
♡***,0,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555332,虾,生鲜,明明
吃***,0,吃的是哪个规格的,1679555332,虾,生鲜,明明
童***,0,羞羞羞,1679555333,虾,生鲜,明明
心***,2,太娇嫩了,1679555333,虾,生鲜,明明
辰***,2,娇嫩欲滴的明明,1679555333,虾,生鲜,明明
心***,2,哈哈！,1679555333,虾,生鲜,明明
翰***,2,主要是因为没有指甲,1679555333,虾,生鲜,明明
么***,2,什么时候有大的,1679555333,虾,生鲜,明明
l***,0,娇嫩[捂脸],1679555334,虾,生鲜,明明
微***,2,[呲牙][呲牙][呲牙][呲牙][呲牙],1679555334,虾,生鲜,明明
南***,1,[捂脸][捂脸][捂脸][捂脸],1679555334,虾,生鲜,明明
丫***,0,呵呵，太娇嫩了,1679555334,虾,生鲜,明明
小***,2,[捂脸][捂脸][捂脸],1679555335,虾,生鲜,明明
🌈***,2,[抠鼻][捂脸][捂脸],1679555335,虾,生鲜,明明
郭***,0,[打脸][打脸][打脸][打脸][打脸],1679555335,虾,生鲜,明明
飞***,2,[呲牙][呲牙][呲牙][呲牙][呲牙],1679555335,虾,生鲜,明明
年***,2,太娇嫩了[呲牙],1679555335,虾,生鲜,明明
🌈***,2,骑电瓶车去给我们摸摸嘛,1679555335,虾,生鲜,明明
用***,1,下午好,1679555335,虾,生鲜,明明
❤***,2,太嫩了[看][看][看][看][看],1679555336,虾,生鲜,明明
浅***,2,[捂脸][捂脸][捂脸][捂脸],1679555336,虾,生鲜,明明
蚂***,0,越长越嫩,1679555336,虾,生鲜,明明
💐***,2,[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭],1679555336,虾,生鲜,明明
绝***,2,底子好,1679555337,虾,生鲜,明明
成***,2,天生丽质,1679555337,虾,生鲜,明明
正***,0,有什么节目,1679555337,虾,生鲜,明明
E***,0,还紫外线过敏[捂脸],1679555337,虾,生鲜,明明
仙***,2,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555337,虾,生鲜,明明
X***,0,娇嫩的小手指啊[捂脸][捂脸][捂脸][捂脸],1679555338,虾,生鲜,明明
淡***,2,嫩啊[呲牙][呲牙],1679555338,虾,生鲜,明明
☀***,2,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555338,虾,生鲜,明明
小***,0,天生丽质难自弃,1679555338,虾,生鲜,明明
逍***,2,上吉他,1679555338,虾,生鲜,明明
常***,1,一起点点赞，520走起,1679555338,虾,生鲜,明明
回***,2,哎哟可以呀,1679555338,虾,生鲜,明明
🌵***,2,哈哈哈,1679555338,虾,生鲜,明明
S***,0,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555339,虾,生鲜,明明
小***,0,那是小时候了,1679555340,虾,生鲜,明明
九***,2,细皮嫩肉的,1679555340,虾,生鲜,明明
玉***,1,土锤直播了,1679555340,虾,生鲜,明明
用***,0,天生丽质啊,1679555341,虾,生鲜,明明
开***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555340,虾,生鲜,明明
心***,0,这个虾可以闭眼入,1679555341,虾,生鲜,明明
哎***,2,可疼可疼了,1679555341,虾,生鲜,明明
春***,2,来啦[捂脸],1679555341,虾,生鲜,明明
凉***,2,啧啧啧，赶上豌豆公主了,1679555341,虾,生鲜,明明
财***,1,还有枣吗,1679555342,虾,生鲜,明明
g***,0,太爱明明了,1679555342,虾,生鲜,明明
浩***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][赞],1679555342,虾,生鲜,明明
小***,2,很好吃,1679555342,虾,生鲜,明明
用***,0,[捂脸][捂脸][捂脸],1679555343,虾,生鲜,明明
J***,0,[捂脸][捂脸][捂脸][捂脸][捂脸],1679555343,虾,生鲜,明明
淡***,0,[捂脸][捂脸][捂脸],1679555344,虾,生鲜,明明
荷***,0,[呲牙],1679555344,虾,生鲜,明明
苦***,1,给我吃口,1679555344,虾,生鲜,明明
开***,0,手指太娇嫩了[捂脸],1679555344,虾,生鲜,明明
辰***,2,娇嫩啊,1679555344,虾,生鲜,明明
道***,0,又下单了[捂脸][捂脸][捂脸][捂脸],1679555345,虾,生鲜,明明
吃***,2,吉他🎸烫手嘛,1679555345,虾,生鲜,明明
用***,0,玉手,1679555346,虾,生鲜,明明
微***,2,大家都懂,1679555346,虾,生鲜,明明
春***,2,来啦[捂脸],1679555346,虾,生鲜,明明
都***,2,有夏威夷果没有？,1679555347,虾,生鲜,明明
甜***,2,这福利节目太惊喜了[鼓掌][鼓掌][鼓掌][鼓掌],1679555348,虾,生鲜,明明
小***,1,味道可以,1679555348,虾,生鲜,明明
李***,0,这个虾好，回购好多次哈,1679555348,虾,生鲜,明明
正***,0,拉拉有啥节目,1679555349,虾,生鲜,明明
葡***,2,娇嫩[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679555349,虾,生鲜,明明
无***,2,咱们主打一个细嫩,1679555349,虾,生鲜,明明
一***,2,[比心][比心][比心],1679555349,虾,生鲜,明明
羊***,2,没有了,1679555349,虾,生鲜,明明
B***,2,烧火棍当然烫手了,1679555350,虾,生鲜,明明
Y***,0,手皮比脸皮嫩,1679555350,虾,生鲜,明明
采***,0,主打一个嫩[捂脸],1679555350,虾,生鲜,明明
心***,0,这个虾可以闭眼入,1679555350,虾,生鲜,明明
青***,0,这要没人发个视频，就可惜了[呲牙],1679555351,虾,生鲜,明明
小***,0,天生丽质难自弃[捂脸][捂脸],1679555351,虾,生鲜,明明
画***,2,七七手指头都是茧,1679555351,虾,生鲜,明明
小***,2,今天吃了,1679555351,虾,生鲜,明明
新***,0,天生丽质难自弃[偷笑],1679555351,虾,生鲜,明明
凉***,2,奶油苹果还有吗,1679555352,虾,生鲜,明明
B***,2,烧火棍当然烫手了,1679555353,虾,生鲜,明明
用***,0,大湾区节目透露下吧,1679555353,虾,生鲜,明明
温***,2,纯，嫩，只有明明了,1679555354,虾,生鲜,明明
🍎***,2,我也在吃这个虾,1679555355,虾,生鲜,明明
许***,0,明明纳妾吗,1679555355,虾,生鲜,明明
涵***,2,大虾好吃,1679555355,虾,生鲜,明明
小***,0,天生丽质难自弃[捂脸][捂脸],1679555356,虾,生鲜,明明
叫***,0,娇嫩[捂脸][捂脸][捂脸],1679555356,虾,生鲜,明明
苦***,1,给我吃口,1679555357,虾,生鲜,明明
心***,0,闭眼入,1679555358,虾,生鲜,明明
◆***,2,[比心][比心][比心][比心][比心][比心][比心][比心],1679555358,虾,生鲜,明明
卖***,0,期待明明的节目,1679555358,虾,生鲜,明明
莫***,2,评论区也别聊那些事了,1679555359,虾,生鲜,明明
氧***,2,妈哎,1679555361,虾,生鲜,明明
木***,0,确实很好,1679555363,虾,生鲜,明明
6***,0,图书号讲的好,1679555363,虾,生鲜,明明
舫***,1,哪里发货,1679555363,虾,生鲜,明明
清***,0,天生的，没办法,1679555363,虾,生鲜,明明
贝***,0,大湾区节目,1679555363,虾,生鲜,明明
苦***,1,给我吃口,1679555364,虾,生鲜,明明
梅***,2,买很多次了，家里常备。,1679555364,虾,生鲜,明明
春***,2,这发型就像睡醒就来了[捂脸][捂脸][捂脸][捂脸],1679555364,虾,生鲜,明明
B***,2,烧火棍当然烫手了,1679555364,虾,生鲜,明明
v***,0,期待明明大湾区的节目,1679555364,虾,生鲜,明明
小***,0,天生丽质,1679555365,虾,生鲜,明明
心***,0,闭眼入,1679555365,虾,生鲜,明明
画***,2,纤纤玉手,1679555366,虾,生鲜,明明
么***,0,虾特别好,1679555367,虾,生鲜,明明
用***,0,客服,1679555367,虾,生鲜,明明
铥***,0,我家买的也是！好吃,1679555367,虾,生鲜,明明
小***,0,天生丽质难自弃[捂脸][捂脸],1679555368,虾,生鲜,明明
是***,0,这虾很好吃,1679555368,虾,生鲜,明明
天***,0,非常好吃😋,1679555369,虾,生鲜,明明
用***,0,666,1679555369,虾,生鲜,明明
⊙***,2,这个虾好吃,1679555370,虾,生鲜,明明
至***,2,好吃好好吃,1679555371,虾,生鲜,明明
九***,2,十指纤纤,1679555372,虾,生鲜,明明
静***,0,大虾打100分,1679555372,虾,生鲜,明明
东***,0,大家有需要的品在小黄车里找下，都已经开价，具体咨询链接或者详情可以左下角客服哈,1679555372,虾,生鲜,明明
用***,0,您直接生吃了吗,1679555373,虾,生鲜,明明
心***,0,闭眼入,1679555373,虾,生鲜,明明
玉***,2,明明先别吃虾了,1679555373,虾,生鲜,明明
不***,1,这个虾子什么时候的？,1679555374,虾,生鲜,明明
R***,1,又🦐线吗,1679555374,虾,生鲜,明明
豆***,0,明明明明明明又再吃哈哈哈哈,1679555374,虾,生鲜,明明
H***,2,买了买了,1679555378,虾,生鲜,明明
暖***,2,这虾买了绝对好吃,1679555379,虾,生鲜,明明
肖***,2,点赞手都点疼了,1679555379,虾,生鲜,明明
叫***,0,主打一个娇嫩,1679555379,虾,生鲜,明明
苦***,1,给我吃口,1679555380,虾,生鲜,明明
东***,0,大家有需要的品在小黄车里找下，都已经开价，具体咨询链接或者详情可以左下角客服哈,1679555379,虾,生鲜,明明
芒***,2,朋友们，点点关注点点赞，关注东方甄选明明，小黄车均已开价，请按需购买自助下单，讲过的品请看下讲解回放,1679555380,虾,生鲜,明明
小***,2,这个虾一直回购  每天都吃,1679555380,虾,生鲜,明明
书***,2,下边那女的话挺多,1679555380,虾,生鲜,明明
鸢***,0,帮我发一下货,1679555381,虾,生鲜,明明
小***,2,昨晚刚吃完,1679555382,虾,生鲜,明明
～***,2,[比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心],1679555383,虾,生鲜,明明
海***,2,点赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞,1679555383,虾,生鲜,明明
乔***,2,下次空气炸锅考一个虾,1679555384,虾,生鲜,明明
三***,2,多吃两个明明[赞][赞][赞][赞][赞],1679555384,虾,生鲜,明明
自***,1,好吃,1679555385,虾,生鲜,明明
心***,0,闭眼入,1679555386,虾,生鲜,明明
用***,0,别吃了，给下位主播留点,1679555387,虾,生鲜,明明
说***,0,钟灵毓秀,1679555388,虾,生鲜,明明
倩***,2,我昨天买了一单到货了试一下很好吃，又帮邻居下单了一份,1679555389,虾,生鲜,明明
丫***,0,已经回购n次了,1679555391,虾,生鲜,明明
后***,2,看着挺好吃,1679555391,虾,生鲜,明明
